tenure,monthly_charges,total_charges,contract_type,payment_method,random_noise_1,random_noise_2,churn
11,78.7061707701151, ,Month-to-month,Mailed check,-0.02041214326612865,48.01262290142092,1
64,36.844438514271964,3475.49,Two year,Bank transfer,1.563201459592985,81.56655408146337,0
53,84.25759689471896,189.33,Month-to-month,Bank transfer,1.3974479604369414,6.272217141445879,0
4,95.9344327922866,3671.78,Month-to-month,Mailed check,0.3772351690926547,81.54877655801359,0
56,70.04453091307414,4986.11,Month-to-month,Bank transfer,-0.5417294132498943,49.47542404357036,1
16,74.23636649797383,2426.61,Month-to-month,Electronic check,0.48644968391264654,13.376069507700217,0
46,115.14785596659911,5499.75,Month-to-month,Bank transfer,-0.2691601703109106,88.57019135404776,0
22,104.71673613725741,2805.28,One year,Electronic check,-0.5136556919693108,64.92287795409635,1
13,111.42365159514699,3206.39,Month-to-month,Mailed check,1.062002202305571,16.354568682413927,1
65,101.37662883195864, ,Two year,Bank transfer,-0.526035779710593,3.364972339902661,0
50,30.891834184673144, ,Two year,Mailed check,1.127236556476076,14.110964833264926,0
37,34.89918559701947,1243.99,Month-to-month,Mailed check,-0.5921859619638129,60.87979601803936,1
63,72.66237972689595,3846.19,Two year,Mailed check,2.0584919548228893,17.929623526004846,1
37,44.60696587979982,6449.73,Month-to-month,Mailed check,-1.6406344402851192,22.57630748750281,0
49,67.66954750411591,1315.7,Month-to-month,Mailed check,-0.9567693317045679,2.513972575631418,1
29,59.43653238183502,4786.27,Month-to-month,Bank transfer,-0.15536773419032274,72.29306722386036,1
50,74.94142384304533,510.82,Month-to-month,Electronic check,-1.984043903188063,81.03643997594371,1
62,94.68757161358226,3836.83,One year,Bank transfer,-2.570986142755166,79.68481767721232,1
51,91.54909070992744,1656.63,One year,Bank transfer,-1.9754076169106085,12.756815136428424,0
37,72.12341324853344,2861.45,Month-to-month,Bank transfer,-0.2920892103110081,90.33011273887594,0
29,102.23934188170581,3992.02,One year,Bank transfer,-0.26671000988411303,67.227882947408,0
50,63.08620915380333, ,Month-to-month,Electronic check,0.3329994812328657,89.75286223768644,0
4,109.67142898401224, ,One year,Bank transfer,-0.19700148177634239,44.71605045306636,1
28,27.12802700551639,1418.59,Month-to-month,Mailed check,0.2995164645108491,43.69548610836978,1
3,115.46600300333074,332.0,Month-to-month,Bank transfer,-0.45021641443840227,78.45365186848953,0
9,85.46930814313482,3108.83,Month-to-month,Bank transfer,0.7148157574716811,9.329785547674351,0
55,58.00745089372053,1045.91,Month-to-month,Electronic check,0.594310003173522,52.08740366348857,0
16,39.715412657287736,3047.7,One year,Electronic check,-0.32669261985751913,83.63842356312257,0
16,67.91832294436, ,Two year,Mailed check,0.5330114346723904,83.01925630695713,0
68,39.4558323185301,3818.18,Month-to-month,Bank transfer,-0.1906459359486694,95.6132856342369,0
33,36.63316077431422,1692.99,One year,Bank transfer,-1.5223259153931055,69.82725935305464,0
5,81.73517574129741,2065.92,One year,Bank transfer,0.9044966413826214,20.777062943972837,0
52,72.30847245817847,4214.2,Two year,Mailed check,-0.9068160465984293,2.028031489458082,0
65,87.00960346109417,2727.24,Month-to-month,Electronic check,0.8938239551417672,47.94157986271019,1
42,112.96058774219892,2571.12,Month-to-month,Mailed check,0.32402677211702346,51.370386562255554,0
22,73.22602133390401,4493.9,nan,Bank transfer,-0.08452230901712275,24.026258449893145,0
54,78.09320532627977,763.7,One year,Electronic check,-1.876993395451086,12.46974471236032,0
15,28.962633915494212,2860.35,Month-to-month,Electronic check,1.5397455574144439,58.6208166190509,0
7,91.76357859086295,1530.5,Month-to-month,Mailed check,-0.3631138613540884,76.42556740241413,1
3,59.99052068041562,4740.02,Month-to-month,Electronic check,0.6345635871555829,99.31541035901606,0
3,117.67252386625789,202.54,One year,Electronic check,-0.11397412337078112,75.83026172105185,1
55,102.31740155956602,3718.04,One year,Bank transfer,-0.27143533556238797,79.3632414255581,0
24,72.24810405161183,3618.52,Month-to-month,Bank transfer,0.19280783839698937,61.64608782287975,0
66,32.322265417216606,5133.26,One year,Electronic check,0.026572283441846933,98.59226589700178,0
66,105.94157932805892,4963.92,One year,Electronic check,-0.2669927901757878,63.995638511457045,0
26,99.97810954240217, ,One year,Mailed check,-0.05531455861215256,86.02532863997044,0
31,38.4585129537033,4305.8,One year,Mailed check,0.4270646562717101,94.57846462409557,1
49,49.527828922031006,874.26,Two year,Electronic check,0.49781917675829457,92.9858500500561,0
60,99.34072581478372, ,Month-to-month,Bank transfer,0.04335721274392945,38.14153437833565,0
50,38.522844654740965,0.0,Two year,Electronic check,0.620936989814439,7.866205831425866,1
18,111.77524891713773, ,Month-to-month,Electronic check,-0.4240698044430865,17.187370253924684,1
20,62.45274251963619,1159.27,Month-to-month,Bank transfer,2.2248863809964554,5.922330539660747,0
4,28.703896258765866,621.73,Month-to-month,Bank transfer,1.4855886080077807,10.539693482914004,0
41,101.57486435042809,1161.16,Month-to-month,Mailed check,0.7624429948316113,18.465124589369765,0
60,57.35096830383876, ,Month-to-month,Mailed check,-1.9415804938370504,34.10943165874018,0
21,72.6499194153781,1678.69,Month-to-month,Mailed check,0.606019138854982,54.35396465750758,1
20,31.230434441121915,1393.83,Two year,Mailed check,-0.33663708286205446,71.1682059355086,0
69,20.25840148449824,384.66,Month-to-month,Bank transfer,-0.9786807314093529,21.092733610651194,0
0,83.79852057932976,1008.8,One year,Electronic check,-0.3620960503048197,67.25224042381393,1
4,71.51751703337317,358.54,Month-to-month,Mailed check,-0.8678347339294199,70.42590745024197,1
11,79.35385691231471, ,nan,Mailed check,0.5068030937595058,55.86223368661894,0
45,99.37438503805163,86.86,One year,Bank transfer,1.6159940625632276,90.36178697987106,1
33,84.66059134228601, ,Month-to-month,Bank transfer,0.8260287917067819,11.099481392181065,0
48,37.47734428273772,3171.55,One year,Electronic check,2.7625252407895857,17.71214576024195,0
44,56.07725191105998,916.12,One year,Electronic check,-1.5536124295754046,42.86648243894848,1
26,110.58911047877604,2095.66,One year,Bank transfer,-0.5060347044691067,12.671273523423887,0
25,96.9944700251679, ,One year,Mailed check,-0.9430251923423104,56.629614372408746,0
46,75.66370579367172,1088.33,One year,Mailed check,1.2293683143598584,39.84004666094244,0
55,45.56449978092723,5009.02,One year,Mailed check,-0.22055035697853806,28.459579453591843,0
62,50.206050183479505, ,Month-to-month,Electronic check,0.18951619647725393,16.998981301763727,0
47,93.19580675856345,662.57,Month-to-month,Mailed check,0.6336855319730593,33.53382383482103,0
60,105.11742608527709,1181.19,Two year,Mailed check,-1.454788850536742,60.7959350832342,0
25,87.14246695306144,269.33,Month-to-month,Bank transfer,-0.6213489632049968,57.57852108894116,0
35,100.95299757684418, ,Month-to-month,Mailed check,0.9972659536979144,16.362400021023383,0
0,96.6656135200406,5131.52,Month-to-month,Bank transfer,-0.5480879005079196,12.491981074063341,1
7,34.97039679569578,1664.64,Month-to-month,Mailed check,-1.713642969068692,2.667676260887253,0
51,62.3944812913302,1353.74,nan,Electronic check,-0.9022628876842483,1.2425593793932266,0
46,35.29838008285627,3504.78,Month-to-month,Mailed check,-0.2862680536052655,87.98104357196851,0
55,43.52355848019848,846.43,Month-to-month,Mailed check,0.16676051988942814,4.508885600538992,0
13,106.92596246510526,7372.03,One year,Bank transfer,-0.07081330995051943,73.12211098732463,1
27,67.28919656331821,926.6,Two year,Bank transfer,-0.6142178419429742,87.1985096244957,0
1,73.53581018426608,1028.67,Month-to-month,Bank transfer,0.9393134388484694,9.805784856245758,0
25,37.84459652277721,2046.32,Month-to-month,Mailed check,-0.1290609365619087,43.63014238330176,0
13,51.2271786048796,3915.44,nan,Mailed check,0.20940136199792364,96.23029831742767,0
58,43.024616842787,3413.35,One year,Electronic check,-0.560955977388432,83.41386605235851,0
55,40.61861645184264,4437.11,Month-to-month,Mailed check,1.5089402642402123,48.97040318578551,1
6,83.79607933159701,3748.4,Month-to-month,Electronic check,-0.3916311052068608,76.25711127915528,0
2,45.68838476457148,3395.34,Month-to-month,Bank transfer,0.07469286659326062,83.33776244316638,0
22,83.20154860204184, ,Month-to-month,Bank transfer,1.0349994421268802,34.80269631887193,0
17,25.845461410855393,2507.85,Month-to-month,Bank transfer,0.2800422610599593,89.2152916869961,0
37,34.17743935271019,985.61,Two year,Electronic check,0.25508969643748136,47.04733196771568,0
14,47.45402540001254,2987.92,Month-to-month,Mailed check,-1.9736555093966135,52.78073635588299,0
63,79.70469168956916,6506.84,One year,Bank transfer,0.6806350016938847,99.9707637821831,0
27,87.5841245087376,2812.16,Month-to-month,Mailed check,0.05558694021349019,84.33029661521613,0
38,64.27169667795272,5530.94,One year,Mailed check,0.5415651031725502,36.177000577298,0
56,64.5790914577229, ,One year,Bank transfer,0.18321304836883637,1.0345596472699947,0
16,92.45168513986181,5175.22,Month-to-month,Electronic check,-0.5591575571228722,62.61740737938947,0
43,21.582109176558244,249.49,One year,Mailed check,0.8943071665495947,70.39134261281077,0
24,54.10900244742206,152.63,Month-to-month,Bank transfer,0.19812661127991582,65.08026901433797,1
16,101.87070571192328,2870.47,Two year,Mailed check,-1.2893864910429098,96.78623511632131,1
12,80.32194102133722,5518.96,Two year,Mailed check,1.3085171563461624,86.29710273321443,0
24,53.722713275542034,1915.58,Month-to-month,Mailed check,-1.430479564387472,44.88316931806485,0
67,110.55247923296739,3320.63,Month-to-month,Mailed check,0.9009292342505424,6.285748747238095,0
9,97.26227274493826,6729.34,Month-to-month,Mailed check,1.486931771930207,47.605876950199686,0
66,46.48954472367334, ,One year,Electronic check,-1.1062954359632629,68.9244019962023,1
17,84.52898375257169,3805.73,Month-to-month,Electronic check,-0.1227617867378882,60.77098082270046,0
33,79.57507281889568,1495.42,Month-to-month,Bank transfer,-0.21594824613417674,53.81370677108849,1
7,60.11879140389827,1599.46,Month-to-month,Electronic check,-0.1709711551808886,46.88189580152413,0
39,56.695607920480064, ,Month-to-month,Electronic check,1.8302383552330634,29.376187302738632,0
41,54.35604747757039,4439.8,One year,Electronic check,-1.094718872917119,27.734676172462926,0
40,81.71557833956467,1378.49,Month-to-month,Mailed check,-0.3065670448789982,50.02314789258019,1
5,64.24099364806695,1198.78,One year,Mailed check,1.503322498821751,16.0603146429649,0
51,103.1863113251422, ,Month-to-month,Bank transfer,-0.32294882833914823,34.068542357480155,0
25,86.96026161339618,674.9,Month-to-month,Bank transfer,-0.9357797158664962,32.39792747100996,0
63,26.993160570943413,780.01,One year,Bank transfer,0.26301468176974807,58.71328015842009,1
58,84.01682238281661,2745.03,nan,Mailed check,0.8056405417070154,6.668230036302458,0
55,47.11474365001848,4322.16,One year,Electronic check,-0.3928409701482973,82.96686802650952,0
58,79.28119916534227,4694.21,Month-to-month,Electronic check,0.554368390807545,56.237838038440216,0
69,88.01319311034514,999.19,Month-to-month,Mailed check,-1.3766150940745634,67.08266807759354,1
32,43.08291891540121,3440.03,Two year,Bank transfer,-1.3210270834185944,70.30939037594328,1
52,65.68586448803686,7267.27,Month-to-month,Bank transfer,-0.44008628025262736,29.148413684253647,0
21,39.032486281906785,2163.23,Month-to-month,Bank transfer,0.590017419991728,47.03715673848665,0
20,25.23388757865083,5099.25,Two year,Mailed check,0.761497980985086,95.62459558696672,0
69,57.84764234858691,4135.17,Two year,Bank transfer,-1.1820160474580632,76.67052379968149,0
69,56.2944271845992,1937.93,nan,Bank transfer,0.7244207047325795,96.95568752231853,0
3,119.5480490704257,947.1,nan,Mailed check,0.16650704043478015,74.62543451462884,0
61,64.63523511976422, ,Two year,Electronic check,-0.8792046944513179,17.56001397085174,0
61,53.35695494722004,855.23,Month-to-month,Mailed check,-1.3341883520229985,6.453588384467624,0
23,78.04750067166746,4446.86,Month-to-month,Mailed check,0.22982315490432545,57.76614367196636,1
54,28.876739410776846,4152.14,One year,Mailed check,1.289563224165446,35.78132797026095,0
8,116.16657359548132, ,One year,Mailed check,0.035522430777957054,27.545791013817023,0
2,83.49600455910331,775.43,Month-to-month,Electronic check,-0.9349208494062364,80.72109964254174,0
30,95.48378199408478,780.97,Month-to-month,Bank transfer,-1.8680222870794265,36.69932670819473,0
39,37.04779381739175,2040.79,Month-to-month,Mailed check,1.5294908468886088,31.70009697343039,0
35,60.94778530052039,3124.0,One year,Electronic check,1.0418506103197622,84.99875931690104,1
23,62.26891133961895,2582.97,Month-to-month,Bank transfer,0.30207684877160146,84.62873364864602,0
5,102.18064439010868,478.07,Month-to-month,Bank transfer,1.4779939672654607,35.63666377550566,0
65,20.123667975940943, ,One year,Bank transfer,0.2239190997535944,83.24987009859662,0
3,50.08531083532551,7527.6,One year,Mailed check,-0.5310369506176832,85.07784903326605,0
5,118.12363743443039,3092.09,Month-to-month,Mailed check,0.5551322450502099,42.39305350296662,0
50,67.48865435062186,1381.06,One year,Bank transfer,-0.8297256762677915,6.6473130209171565,0
61,58.25262802440083, ,One year,Bank transfer,-0.9956478178531808,0.15846444663401016,0
56,31.982900201764636,0.0,Month-to-month,Bank transfer,0.7716071096072686,52.3292462888995,0
65,117.41646286280155,455.31,Month-to-month,Bank transfer,0.8557587675640822,34.40754933703557,0
7,22.002635592582447,1441.99,Month-to-month,Bank transfer,-1.2737382804874093,99.7131894158366,0
25,93.71802250072432,499.47,Month-to-month,Bank transfer,-1.2367976824418563,77.24109996272843,0
50,96.85998047885084,623.85,nan,Electronic check,-0.44504969363301156,76.12754563504124,0
44,44.36567160638666,321.22,Month-to-month,Bank transfer,-0.7113048331796628,95.52427682873437,1
43,87.15584436130374, ,One year,Mailed check,0.4764887631653688,88.77243978933208,0
4,29.292914437938993,0.0,Month-to-month,Mailed check,0.04804983776558977,31.81874794563887,1
69,45.70472664320799, ,Month-to-month,Mailed check,1.1649062576366054,16.598722160387634,0
25,98.7901988292265, ,One year,Bank transfer,0.3172577252339833,74.58922650654823,1
67,106.46861920335402,3558.8,Month-to-month,Mailed check,-0.6445768296716777,37.8273893682873,0
18,80.84864126597913, ,Month-to-month,Electronic check,-1.8911288618864457,47.31726516309565,0
19,70.68384318204826, ,Month-to-month,Bank transfer,0.1794559842771771,63.03977312748269,0
11,35.93040206189803,695.45,Month-to-month,Mailed check,-1.7103281102362773,90.78726769352407,0
46,26.310903307915016,3603.25,One year,Electronic check,-0.6569552369208361,41.908775367096595,1
0,31.764902847355863, ,Month-to-month,Electronic check,-0.7217267780966755,78.33168902193613,0
13,42.73573000960988,225.56,Two year,Mailed check,-0.5084271148834314,26.833979127465746,1
63,54.16745018969208,2869.29,One year,Electronic check,-1.3160342599268577,69.79717909236136,0
37,58.090952551098724,4375.15,Month-to-month,Mailed check,-0.7252766081099496,0.1579421077911869,0
36,54.63217685890035,73.62,Month-to-month,Electronic check,1.1459045784518,87.15072134906347,0
10,43.905533219726564, ,Month-to-month,Bank transfer,1.143148487574933,3.03795799544625,0
2,70.9724246751698,1505.81,One year,Bank transfer,1.532499775465971,71.27537547625842,1
32,102.52861082328968,5026.49,Month-to-month,Bank transfer,0.010146525743774306,4.625818926128389,0
5,47.97035384714792,906.91,Two year,Bank transfer,0.27121912889824634,26.624569939400345,0
49,114.23870191022331,2809.21,Month-to-month,Bank transfer,1.1606114176936582,49.72024035565531,1
9,107.33366617238478,4379.29,Two year,Mailed check,-1.4706609569371174,41.99386853482382,0
4,36.17642113521096,1777.96,Month-to-month,Bank transfer,0.8056285067037012,19.18361146010106,0
22,98.62759567570944,2379.14,Two year,Bank transfer,1.3023447233956553,33.38149117092374,0
9,77.45873823177666,1226.28,Month-to-month,Bank transfer,-0.8889603260376239,72.7706370060967,0
43,76.65753621714185,333.93,Month-to-month,Bank transfer,1.3826391456036595,66.92570925796483,0
1,59.10427630581744,1173.39,Month-to-month,Electronic check,2.0577160803015833,7.18145837639157,0
12,70.11529991820098,610.91,Month-to-month,Bank transfer,0.7778466705108286,74.73158255728863,0
39,59.717877742921104,4900.43,nan,Bank transfer,0.5945043686601235,5.304588119702835,0
1,73.97326187599428,2728.09,Month-to-month,Mailed check,-1.1197760491292585,54.29263890997844,0
64,82.79500527726358,1433.39,Month-to-month,Electronic check,1.0692039290409243,26.006274804219064,1
62,87.43038064090484,1231.94,One year,Mailed check,-1.025590652637113,58.76901275598188,0
16,73.24811925594261, ,Month-to-month,Bank transfer,0.36974080264036346,26.132839594090186,0
8,92.14220673287318,1661.09,One year,Mailed check,0.4710951073310246,98.4957969625831,0
14,34.12780492755058,1658.18,One year,Mailed check,-3.2962530119825297,30.972818372753185,0
23,41.198249090223854,4466.42,Month-to-month,Bank transfer,0.405803383535751,24.1960635674496,0
37,101.87350040742702,2442.76,nan,Electronic check,2.621474786478488,27.8465290915346,1
34,52.252797784641515,768.77,Month-to-month,Electronic check,-2.0918564222704714,89.64728572592954,1
48,22.289382497612024,5274.74,Month-to-month,Mailed check,-0.05389199401313474,63.62188286693448,0
68,35.37911496680311, ,One year,Bank transfer,-1.9471153767346192,73.06840974207765,0
61,42.361443449631125,6170.99,One year,Mailed check,-0.8941414388051772,91.80105100943504,0
59,115.73228878945872,1791.19,Month-to-month,Mailed check,-1.9297768548203038,91.18724848450074,0
49,77.30414289308493,1910.93,One year,Mailed check,0.15954232699721757,73.89458465787276,0
8,113.27307404762549,1646.9,Month-to-month,Bank transfer,0.7936048032595945,19.78244288413229,1
33,77.5163350496625,2629.36,Month-to-month,Bank transfer,0.40973863276909195,84.33733206750055,0
34,67.93544401378517,4249.54,Two year,Electronic check,-0.9301824694575721,20.37760341910637,1
0,51.372769119409604,427.18,Month-to-month,Bank transfer,-0.6093947565959276,74.28988140984319,0
39,80.63709444333756,1356.99,Month-to-month,Mailed check,0.27227268608563915,68.56030665448743,0
63,33.91980246175298,1765.0,Two year,Mailed check,-0.8989239901389205,75.88888501404466,0
21,109.82616272927059,2618.84,nan,Electronic check,-1.3287951085156418,53.26856807138157,0
59,102.93324051412837,921.04,Month-to-month,Bank transfer,-0.2391270601019611,63.872618224921965,0
63,51.753144787673705,1137.59,One year,Mailed check,-0.9447082092724077,95.33200804342553,0
71,115.27975276012943,898.18,One year,Electronic check,0.41155791725364266,10.10885941742149,0
10,102.5200767415568,3226.22,nan,Electronic check,1.2986974003169174,30.884727478162,0
13,86.63068858350397, ,Two year,Mailed check,2.5975834027057627,61.13570130983824,0
59,32.176191112527476,2605.32,Month-to-month,Mailed check,0.33806691213965,96.40541301314893,1
29,67.82340230480722,1846.69,Month-to-month,Bank transfer,0.6459721628195371,9.557444766260115,0
34,70.61075548467508, ,Month-to-month,Electronic check,-0.5993173432941277,2.2549221530086427,0
36,43.25513583653801,433.73,One year,Mailed check,-0.5373767742215448,5.574959847032801,0
4,27.996539435930195,4003.05,One year,Electronic check,1.2840562465409393,5.240568646119881,0
25,97.67236304716927, ,One year,Bank transfer,-0.2763278001467779,90.78158577774043,0
61,32.2035052124395, ,nan,Mailed check,0.07294737860578242,72.12579079338248,0
3,79.42907505617748, ,Month-to-month,Bank transfer,1.2229756701283345,67.71063661962783,0
41,113.64491738836605,3694.5,Month-to-month,Electronic check,-0.2686271718865897,52.25728202618095,0
17,107.61051925980425, ,Month-to-month,Bank transfer,1.5004204376881485,78.19526169721519,0
39,47.775262374926115,1956.31,Month-to-month,Bank transfer,0.573029336051405,15.56479927615908,0
71,105.14486375512654,661.4,Month-to-month,Electronic check,0.45539817097821494,39.19411897884374,0
38,20.033250612048942,1697.05,Month-to-month,Bank transfer,-0.6481891470673439,49.000425076434354,0
13,21.76878096132572,1753.88,One year,Electronic check,0.5091259950501051,11.040949767672625,0
31,80.25531638428649, ,Two year,Mailed check,-0.4290459478662464,41.9513709337517,0
50,56.47982191445295,3307.22,One year,Electronic check,0.46940885619570477,31.650177926262035,1
37,58.64608411591471,1338.1,One year,Electronic check,-0.1018250657604289,3.558214579346264,0
22,76.44410906788825,216.83,Month-to-month,Mailed check,0.9668095709841192,13.673540272923523,0
62,39.17824555918606,3891.03,One year,Electronic check,-0.03177117279675531,76.40368231674718,0
14,41.17553506654784,599.24,One year,Mailed check,2.037857550236697,1.8037909504644456,0
24,68.46015870188647, ,One year,Mailed check,-0.27554697839572595,93.42532990963612,0
16,95.4253544343863,2661.12,Month-to-month,Electronic check,-0.5345747620235102,8.642463244723741,0
65,81.94977514075876,2831.67,Month-to-month,Bank transfer,0.3461137868012538,79.92380942034582,0
52,49.73550482368389,1521.66,Month-to-month,Bank transfer,1.0778710558274733,89.86165409434707,0
50,63.03371775089212,5598.42,One year,Mailed check,1.0700984848272739,94.1135584850447,0
38,37.06647585499984,808.08,Two year,Bank transfer,0.16678144440249737,86.74770234959726,1
50,27.462981433708173,1527.5,Two year,Bank transfer,0.33908916080478513,28.75500394254432,0
69,98.26960407441493, ,Month-to-month,Electronic check,0.3405380573724234,33.308713133847704,0
5,46.53874091881946,3497.87,One year,Mailed check,-1.0778728136281253,42.654569861007595,0
66,37.77663878512482,772.31,nan,Mailed check,1.0240734417660968,13.929668940710084,0
6,89.16180555693194,4359.53,Month-to-month,Electronic check,-1.2578564321206673,2.227245506722386,0
50,81.80516742871859,508.93,Month-to-month,Bank transfer,-1.075998675784792,86.91216142810346,0
71,83.31896260134641,4829.01,nan,Mailed check,0.05502708452146511,55.41287162104563,0
41,42.88946048466136,4025.83,Month-to-month,Bank transfer,-0.3198597341455416,60.87229421782163,1
63,43.2645538562681, ,nan,Mailed check,0.7961573993754496,92.69884748177954,1
14,42.080262978563916,2994.9,nan,Mailed check,0.4473526726701808,66.51201781136157,0
28,37.37525956622945,1627.49,One year,Mailed check,0.13820138707069227,69.08535043398135,1
32,85.57236725616563,1170.24,Two year,Mailed check,-1.1255339959720503,78.69686484367422,0
26,104.80158852494014,7246.87,One year,Bank transfer,0.026560104863402045,11.634844985740378,0
35,92.43174696766613, ,One year,Bank transfer,-0.0525114691214164,36.01621532137915,0
28,99.20936337605433,383.53,Month-to-month,Bank transfer,0.22218673690217,96.82079277033662,0
37,60.479842908519984,862.3,Month-to-month,Bank transfer,-0.4300380054276379,92.29300781006066,0
56,85.40757953719981,3480.52,Month-to-month,Electronic check,0.5228175379935431,88.40752963101848,1
26,55.42362404447745,1570.8,One year,Mailed check,-0.34656103770686697,45.20885103389725,0
54,72.550462196864,7063.55,Month-to-month,Mailed check,0.42911346512911225,85.71929535868057,0
32,68.16348465348624,967.07,Month-to-month,Mailed check,0.7960475740857511,4.83958819457656,1
67,37.68871451438544,3032.78,Month-to-month,Electronic check,-0.5345954986523739,14.851742425711745,0
65,58.70787603356308, ,One year,Bank transfer,-0.7721584701814851,41.39676984840541,0
9,116.3822275482351,3858.48,nan,Mailed check,0.4763661564693391,48.33920666821264,0
4,44.85802577149421,5358.64,nan,Bank transfer,-1.3210996807144295,26.350715352085686,0
37,33.38037362794887, ,Month-to-month,Bank transfer,1.1116647548920622,35.647667084778746,0
12,61.85806216239353,2855.85,Two year,Electronic check,0.010962617116974948,16.277610102536876,0
30,99.03377358601482,3548.32,One year,Electronic check,-0.11475840189836517,48.913403171590716,0
46,78.21482297799723,724.48,One year,Bank transfer,0.546015918351226,79.38432928678613,1
51,88.09748272382446,6491.7,One year,Mailed check,0.48395452042209675,66.13603936613057,1
55,38.969484817467716, ,Month-to-month,Mailed check,0.006518074978907151,10.779224736554127,0
14,81.89481930077216,1719.94,nan,Electronic check,0.8786164106019141,48.758160339671605,0
28,52.35003949114738,5483.84,Month-to-month,Electronic check,-0.6723883053502522,69.7646382779725,0
7,103.43033659547675,4175.41,Month-to-month,Electronic check,0.7123564932936253,52.98952965539412,1
4,82.92988060107362,483.88,One year,Electronic check,-1.0786234716690752,39.167559653554896,0
28,39.88562777752959,5467.2,Month-to-month,Electronic check,0.5106489910651337,62.19144212838782,0
46,26.461667984408614,495.52,Month-to-month,Electronic check,-0.32787329646695706,96.86386653002755,0
67,24.263320928703273,905.29,One year,Electronic check,-1.311086062369191,9.4907909766078,1
44,57.14085676501407,864.09,Month-to-month,Mailed check,0.25664281714437287,39.00160607475607,0
1,46.58511366543135, ,One year,Electronic check,-0.03442649315072909,40.66058530460956,0
26,84.60901234625081,1814.55,One year,Electronic check,-1.5427255094821286,57.6967310468371,0
35,69.93338349786183,951.68,One year,Mailed check,-2.1136655425597306,15.21746018819179,0
35,46.60192780053807, ,One year,Mailed check,-0.15226383341749491,17.664302987046952,0
25,34.923777795017614,5361.89,One year,Bank transfer,1.6182259607018272,28.536138599785467,0
42,32.71997626874496,1166.17,One year,Electronic check,0.32101500820591067,95.58700432685195,0
26,106.46603921404177,1383.67,One year,Electronic check,-0.6683032367144442,73.41085812309026,0
68,44.34779684048672,864.11,One year,Electronic check,1.0818695156878568,66.16933016915031,0
19,85.17106479109684, ,One year,Electronic check,0.9072236178745587,81.69576873942623,0
10,101.06859279862663,2715.61,Two year,Bank transfer,1.2715790779893859,12.757646891669294,0
37,81.4081311184736, ,Month-to-month,Mailed check,0.6838977643427069,85.93328197237517,1
5,105.95652316469457,790.32,Month-to-month,Mailed check,0.885902323111208,59.4832713887504,0
71,59.23937215284745, ,nan,Electronic check,0.7311085310125639,33.53290074589354,0
22,115.62221906489484,3100.96,Month-to-month,Electronic check,-0.4775049474164276,81.58552557456903,0
46,33.3145004178097,4578.66,Month-to-month,Electronic check,-1.6372807394035953,80.25645343486241,0
45,30.21495296575381,3725.73,One year,Bank transfer,-0.5211353957930518,84.57085817167271,0
11,85.86921462074436,1911.69,Month-to-month,Bank transfer,1.104936977001354,11.551790010698216,1
12,114.28311414132618,6900.69,Month-to-month,Mailed check,-0.3810108360945716,96.9361244995776,0
61,100.8883461636328,947.94,nan,Electronic check,-0.14545905110735596,95.96261537897311,0
59,27.641685943805143,247.72,One year,Electronic check,-1.165784933146445,35.746964550174155,0
42,47.93677139347164,2917.55,Month-to-month,Electronic check,-0.5510895721592229,6.589401821191965,0
67,113.03188848378237,90.25,nan,Electronic check,-0.009089166783425922,16.70556694687857,1
4,45.305843280078456, ,nan,Bank transfer,0.49256217785875334,99.2830825444697,0
36,98.11704237869192,768.34,Month-to-month,Mailed check,-0.4586609671756665,56.30129431716631,0
71,102.51321959287039,2637.81,Month-to-month,Mailed check,-0.528537425617699,35.6621798826052,0
30,69.54521034609817,4791.64,Two year,Bank transfer,0.842175565148868,28.820269385003883,0
8,58.63489098483155,6243.45,One year,Electronic check,0.32526652643822385,25.699173531094754,1
50,65.01244324197597,2533.54,One year,Mailed check,0.4486724651921495,66.4152765054482,1
28,42.69646943653642,2996.8,Two year,Mailed check,1.5283205860683708,41.93878315196859,1
39,108.93909161288443,540.55,One year,Bank transfer,-0.5050743884103573,96.54106993686116,0
40,65.06196567297579, ,Month-to-month,Electronic check,-0.049019170481635094,68.38430306453614,0
10,108.24594404560997,577.74,One year,Mailed check,0.5511597744231466,79.20445910489612,0
22,30.56934799062741,859.08,Month-to-month,Electronic check,-0.8715073616580136,29.274154858315992,0
0,118.82752710001313,1439.22,One year,Mailed check,0.22904973825211888,7.918640910862584,0
45,64.32730874436183,85.35,One year,Bank transfer,0.022196497259100386,48.782283738188106,0
20,24.783082039410544,2349.09,Month-to-month,Electronic check,2.7772994115691234,31.458154654622728,1
35,23.802184823745492,4611.48,One year,Bank transfer,0.09986950166507343,20.208316500792368,0
53,94.62072574818386,4186.28,Month-to-month,Mailed check,1.156939765564332,95.26421308008614,0
56,85.90355342036808,646.8,Month-to-month,Bank transfer,0.8299432138468427,44.39882143420303,1
0,100.21305581275875,2231.07,One year,Bank transfer,-1.1565616031409875,17.470859204878565,0
62,30.536753395280595,2535.89,Month-to-month,Bank transfer,-1.5488238379606998,19.865065268113913,0
53,23.557086703554834,5580.8,One year,Mailed check,0.24701460536629413,28.0709742464594,0
54,70.85792894475784,7221.65,Month-to-month,Electronic check,1.2573346621469546,99.93162681897128,0
39,58.759523148276955,2392.8,One year,Bank transfer,0.2879148195631744,26.80115005195973,0
